title_norm,film,Released_Year,Runtime,IMDB_Rating,No_of_Votes,Gross,Overview,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
the boondock saints,The Boondock Saints,1999.0,108,7.8,227143,25812,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the insider,The Insider,1999.0,157,7.8,159886,28965197,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
october sky,October Sky,1999.0,108,7.8,82855,32481825,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
shrek,Shrek,2001.0,90,7.8,613941,267665011,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
titanic,Titanic,1997.0,194,7.8,1046089,659325379,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
gattaca,Gattaca,1997.0,106,7.8,280845,12339633,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
the game,The Game,1997.0,129,7.8,345096,48323648,"After a wealthy banker is given an opportunity to participate in a mysterious game, his life is turned upside down when he becomes unable to distinguish between the game and reality.",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
breaking the waves,Breaking the Waves,1996.0,159,7.8,62428,4040691,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ed wood,Ed Wood,1994.0,127,7.8,164937,5887457,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
what s eating gilbert grape,What's Eating Gilbert Grape,1993.0,118,7.8,215034,9170214,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tombstone,Tombstone,1993.0,130,7.8,126871,56505065,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the sandlot,The Sandlot,1993.0,101,7.8,78963,32416586,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
the remains of the day,The Remains of the Day,1993.0,134,7.8,66065,22954968,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
the fugitive,The Fugitive,1993.0,130,7.8,267684,183875760,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
a bronx tale,A Bronx Tale,1993.0,121,7.8,128171,17266971,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
night on earth,Night on Earth,1991.0,129,7.8,55362,2015810,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
la double vie de veronique,La double vie de Véronique,1991.0,98,7.8,42376,1999955,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
boyz n the hood,Boyz n the Hood,1991.0,112,7.8,126082,57504069,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
misery,Misery,1990.0,107,7.8,184740,61276872,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
awakenings,Awakenings,1990.0,121,7.8,125276,52096475,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
glory,Glory,1989.0,122,7.8,122779,26830000,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
back to the future part ii,Back to the Future Part II,1989.0,108,7.8,481918,118500000,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
mississippi burning,Mississippi Burning,1988.0,128,7.8,88214,34603943,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
predator,Predator,1987.0,107,7.8,371387,59735548,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
evil dead ii,Evil Dead II,1987.0,84,7.8,148359,5923044,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
