budget,keywords,original_title,popularity,production_companies,production_countries,release_date,revenue,spoken_languages,status,tagline,title,vote_average,vote_count
1000000,"prophecy, sea, beach, gold, small town, beheading, sword, narration, fog, leprosy, ship, lighthouse, church",The Fog,14.518598,"AVCO Embassy Pictures, EDI, Debra Hill Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-02-08,21378361,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Lock your doors. Bolt your windows. There's something in THE FOG!,The Fog,6.4,311
18000000,"competition, based on novel, shark attack, surfing, biography, sport, duringcreditsstinger",Soul Surfer,19.234672,"Mandalay Pictures, TriStar Pictures, Brookwell-McNamara Entertainment, FilmDistrict, Affirm Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-08,47088990,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When you come back from a loss, beat the odds, and never say never, you find a champion.",Soul Surfer,6.9,342
18000000,"hotel, florist, forest, grief, seminar, motivational speaker",Love Happens,13.472365,"Universal Pictures, Stuber Productions, Camp / Thompson Pictures, Relativity Media, Scion Films, Traveling Film Productions","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-18,36133014,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes when you least expect it...,Love Happens,5.6,180
17000000,"big family, family relationships, family, woman director, christmas",Love the Coopers,9.191187,"Imagine Entertainment, Groundswell Productions, CBS Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-12,24000000,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Christmas means comfort, joy and chaos.",Love the Coopers,5.4,167
30000000,"biography, computer, father daughter relationship, apple computer, steve jobs, based on true events",Steve Jobs,53.670525,"Universal Pictures, Scott Rudin Productions, Legendary Pictures, The Mark Gordon Company, Management 360, Cloud Eight Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-09,34441873,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Can a great man be a good man?,Steve Jobs,6.8,1573
18000000,"virgin, cheerleader, graduation, high school, aspen, friends, in the closet, teenager, popularity, based on young adult novel, popular girl","I Love You, Beth Cooper",14.15192,"Ingenious Film Partners, 1492 Pictures, Fox Atomic, Dune Entertainment III, Bece Canada Productions","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-10,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Popularity is nice. Popular girls are not.,"I Love You, Beth Cooper",5.1,197
18000000,"based on novel, coming of age, duringcreditsstinger",Youth in Revolt,13.462544,Dimension Films,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-11,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"Every ""Revolution"" Needs A Leader",Youth in Revolt,5.9,319
18000000,,Getaway,16.520516,"Dark Castle Entertainment, Signature Pictures, After Dark Films, Silver Reel, Saints LA, Bomar OOD, thefyzz, Dunulf Productions, Emmitt Productions Limited, ADF Acquisitions","[{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-29,10501938,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get in. Get out. Getaway.,Getaway,4.9,246
0,duringcreditsstinger,The Last Station,3.659292,"Zephyr Films, Egoli Tossell Film","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",2009-09-04,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Intoxicating. Infuriating. Impossible. Love.,The Last Station,6.7,55
18000000,"london england, gang leader, money, gang, crime",RockNRolla,31.887978,"StudioCanal, Dark Castle Entertainment, Toff Guy Films, Warner Bros.","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-09-04,25739015,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,"A story of sex, thugs and rock 'n roll.",RockNRolla,6.9,836
25000000,"costume, song, village, promise, ballet",Mao's Last Dancer,1.876811,Great Scott Productions Pty. Ltd.,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2009-10-01,20719451,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,最后的舞者,Mao's Last Dancer,6.8,28
18000000,"father son relationship, helicopter, fbi, motel, chase, child kidnapping, religious sect, goggles",Midnight Special,32.717853,"Warner Bros., Faliro House Productions, Tri-State Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-18,6212282,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's not like us.,Midnight Special,6.2,694
18000000,"sex, slice of life, hollywood, drug, hedonism, ensemble cast, child murder, 1980s, dysfunctional, intersecting lives",The Informers,6.333869,Senator Entertainment Co,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-05,382174,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Greed is good. Sex is easy. Youth is forever.,The Informers,4.4,60
20000000,"becoming an adult, high school, young people, one night",Superbad,33.436092,"Columbia Pictures, Apatow Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-17,121463226,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Come and Get Some!,Superbad,7.0,2100
15000000,"wolf, suspicion, little red riding hood, investigation, burglary",Hoodwinked!,23.980329,"The Weinstein Company, Kanbar Entertainment, Blue Yonder Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-12-16,51053787,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Armed And Dangerously Dumb.,Hoodwinked!,5.9,479
17500000,"rwanda, refugee, refugee camp, militia, murder, slaughter, dead body, atrocity, african, cruelty, violence, united nations, genocide in rwanda, death",Hotel Rwanda,28.60542,"Lions Gate Films, United Artists, Industrial Development Corporation of South Africa, Endgame Entertainment, Miracle Pictures, Sixth Sense Productions, Mikado Film, Inside Track Films","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2004-09-11,38000000,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"When the world closed its eyes, he opened his arms.",Hotel Rwanda,7.5,793
24000000,"assassin, secret identity, intelligence, soviet union, russia, celibacy, hitman, secret society, power, power takeover, adversary, government, execution, violence, killer, based on video game, secret formula",Hitman,42.669304,"Twentieth Century Fox Film Corporation, Dune Entertainment, Anka Film, EuropaCorp, Daybreak Productions, Prime Universe Productions","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-11-21,99965753,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""sr"", ""name"": ""Srpski""}]",Released,Assassin 47,Hitman,5.9,966
17500000,"musical, based on stage musical, woman director, based on the bible, nativity, christmas",Black Nativity,7.180403,"Fox Searchlight Pictures, Malvern Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-11-27,7018189,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Musical Event of the Holiday Season,Black Nativity,5.8,16
16000000,"california, golf, oscar award, wine, stag night, marijuana, writer",Sideways,23.425431,"Fox Searchlight Pictures, Michael London Productions, Sideways Productions Inc.","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-10-22,109502303,"[{""iso_639_1"": ""hy"", ""name"": """"}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,In search of wine. In search of women. In search of themselves.,Sideways,6.9,478
300000,"female nudity, nudity, mask, babysitter, halloween, police, psychopathic killer, independent film, stalking, serial killer, marijuana, masked killer, blood, pot smoking, slasher, murderer, throat slitting, maniac, violence, killing spree, family, cult film, evil, psychotic, smoking pot, institution, escaped killer",Halloween,30.301307,"Compass International Pictures, Falcon International Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1978-10-25,70000000,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Night He Came Home,Halloween,7.4,1035
17000000,,Good Boy!,3.56033,"Jim Henson Pictures, Metro-Goldwyn-Mayer (MGM)","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-10-10,0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Rover is about to take over.,Good Boy!,4.7,30
17000000,"neo-nazi, gun, sniper, fbi, hitman, bodyguard, to shoot dead, police, dark comedy, shootout, gangster, drug, female corpse",Smokin' Aces,23.491962,"Universal Pictures, StudioCanal, Relativity Media, Scion Films, Working Title Films","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-09,57103895,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Nobody gets away clean.,Smokin' Aces,6.4,534
20000000,"survivor, violence, self help guru, tricycle, prosthetic arm, pig mask, 3d",Saw 3D,36.133536,"Lionsgate, Twisted Pictures, Serendipity Productions","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-21,136150434,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Traps Come Alive,Saw: The Final Chapter,5.8,730
17000000,"based on novel, love, beautiful woman, curse, teenager, popularity, blind tutor, teenage romance, modern fairy tale, based on young adult novel",Beastly,24.054062,"CBS Films, Mel's Cite du Cinema, Storefront Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-01-21,43165571,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love is never ugly.,Beastly,6.0,849
15000000,"ambush, new mexico, van, family holiday, axe in the head",The Hills Have Eyes,35.107857,"Fox Searchlight Pictures, Dune Entertainment, Major Studio Partners, Craven-Maddalena Films","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-10,69623713,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The lucky ones die first.,The Hills Have Eyes,6.1,705
17000000,"competition, roommate, college, female friendship, music, hazing, male female relationship, audition, group of friends, dorm room, bickering, dj, singing competition, film score, female musician, singing contest, young adult, acapella",Pitch Perfect,32.746486,Brownstone Productions,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-09-28,115350426,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get pitch slapped.,Pitch Perfect,7.3,2247
17000000,"remake, demon, necronomicon, duringcreditsstinger",Evil Dead,33.912116,"TriStar Pictures, Ghost House Pictures, FilmDistrict","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-04-05,97542952,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The most terrifying film you will ever experience.,Evil Dead,6.4,1723
17000000,"beach, greece, tour bus, tour guide, viagra, hospital",My Life in Ruins,5.787891,"Fox Searchlight Pictures, 26 Films","[{""iso_3166_1"": ""GR"", ""name"": ""Greece""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-02-06,20455276,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The most fun you can have without a passport.,My Life in Ruins,5.6,101
17000000,"ice hockey, racism, pedophile, throat slitting, shot in the stomach, head blown off, police investigation, pistol whip, shot in the shoulder, child uses gun, ankle holster, breaking finger",Running Scared,19.311572,"International Production Company, True Grit Productions, Zero Gravity Management, Pierce/Williams Entertainment","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-01-06,9500000,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Every bullet leaves a trail.,Running Scared,7.0,331
17000000,"africa, lion, elephant, vegetarian, leopard, tiger, zebra, wildlife, independent film, jungle, blood, exploitation film, animal attack, wildlife reserve, wildlife conservation",Roar,1.15641,American Filmworks,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-11-12,2000000,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No animals were harmed in the making of this movie. 70 members of the cast and crew were.,Roar,5.6,19
17000000,"suicide, brother brother relationship, spy, prophecy, middle east, screenwriter, terrorist, wife husband relationship, nevada, amnesia, allegory, mass murder, kidnapping, blackmail, riot, evacuation, afghanistan, time travel, undercover agent, marxism, politics, politician, smuggling, twin brother, movie in movie, murder, surrealism, balloon, interracial relationship, anti conformity, end of the world, conspiracy, metaphysics, memory, search, dirty cop, apocalypse, los angeles, terrorism, paradox, cult film, doomsday, near future, alternate reality, split personality, big corporation, mother son relationship, no opening credits, north korea, doppelganger, government corruption, southern california, alternate timeline, karma, environmental issue, world war iii, mysterious past, absurdism, fourth dimension, santa monica california",Southland Tales,9.349386,"Universal Pictures, Destination Films, Persistent Entertainment, Wild Bunch, Cherry Road Films LLC, MHF Zweite Academy Film, Darko Entertainment, Academy Films, Eden Roc Productions","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2006-05-15,374743,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Have a nice apocalypse.,Southland Tales,5.2,153
17000000,"experiment, supernatural, paranormal, haunting, disappearance, fear, ghost",The Apparition,6.385234,"StudioCanal, Dark Castle Entertainment, Warner Bros., Studio Babelsberg Motion Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-23,9627492,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Once You Believe You Die,The Apparition,4.5,140
16800000,"photographer, biography, hair, werewolf, hypertrichosis, freak",Fur: An Imaginary Portrait of Diane Arbus,4.358255,"River Road Entertainment, Edward R. Pressman Film, Iron Film","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-30,2281089,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A love story.,Fur: An Imaginary Portrait of Diane Arbus,5.8,73
16500000,"england, judge, irland, new love, empowerment, country life, future, letter, law, lovers, creativity, sister, author, family",Becoming Jane,18.236284,"Ecosse Films, 2 Entertain, Bueprint Pictures","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-03-02,37311672,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,Her own life is her greatest inspiration.,Becoming Jane,6.9,317
